plant001_rgb.png,  5
plant002_rgb.png,  4
plant003_rgb.png,  3
plant004_rgb.png,  4
plant006_rgb.png,  5
plant007_rgb.png,  7
plant008_rgb.png,  4
plant009_rgb.png,  5
plant011_rgb.png,  6
plant012_rgb.png,  8
plant013_rgb.png,  5
plant014_rgb.png,  7
plant016_rgb.png,  7
plant017_rgb.png,  9
plant018_rgb.png,  8
plant019_rgb.png,  9
plant021_rgb.png,  9
plant022_rgb.png, 12
plant023_rgb.png, 10
plant024_rgb.png,  9
plant026_rgb.png, 11
plant027_rgb.png, 14
plant028_rgb.png, 12
plant029_rgb.png, 12
plant031_rgb.png, 11
plant032_rgb.png, 15
plant034_rgb.png, 12
plant036_rgb.png, 15
plant037_rgb.png, 18
plant038_rgb.png, 15
plant039_rgb.png, 16
